year,horizon_h,n_signals,win_rate,loss_rate,flat_rate,mean_forward_return_pct,median_forward_return_pct,std_forward_return_pct,p25_forward_return_pct,p50_forward_return_pct,p75_forward_return_pct,pct_positive_return,pct_negative_return,favorable_move_rate,t_stat_mean_return,win_rate_ci95_low,win_rate_ci95_high,truth_label_block,win_rate_band
2022,24,322,0.5,0.5,0.0,-0.03313435477308979,0.007128654940740996,1.7299310634996974,-0.8459680414005852,0.007128654940740997,0.7960554425488522,0.5,0.5,0.5,-0.3436985157586795,0.44570962882394727,0.5542903711760527,UNVERIFIED_PYTHON_APPROXIMATION,borderline
2022,168,322,0.5341614906832298,0.4658385093167702,0.0,0.19132677244279206,0.19073541733423446,4.536525561380493,-1.8404772273590178,0.19073541733423446,1.779950444114478,0.5341614906832298,0.4658385093167702,0.5341614906832298,0.756798598039766,0.4795937284723412,0.5879237401381738,UNVERIFIED_PYTHON_APPROXIMATION,usable
2022,336,322,0.5248447204968945,0.4751552795031056,0.0,0.2670249289272189,0.19607861390985704,5.470834969137194,-2.2500831197603297,0.19607861390985704,2.7833097252612777,0.5248447204968945,0.4751552795031056,0.5248447204968945,0.875842730667616,0.4703277084241131,0.578775905110807,UNVERIFIED_PYTHON_APPROXIMATION,usable
2023,24,351,0.4672364672364672,0.5299145299145299,0.002849002849002849,-0.18913613942760976,-0.03611002938366279,1.5480847339259136,-0.7788098555130165,-0.03611002938366279,0.6533184147725865,0.4672364672364672,0.5299145299145299,0.4672364672364672,-2.2889344225134955,0.41567716560284335,0.519505180548228,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
2023,168,351,0.5356125356125356,0.46438746438746437,0.0,-0.11920475144786367,0.21068011371254677,3.549796451724029,-1.8278168679708358,0.21068011371254677,1.7765771362655314,0.5356125356125356,0.46438746438746437,0.5356125356125356,-0.6291347498220116,0.4833330746435325,0.5871208969313899,UNVERIFIED_PYTHON_APPROXIMATION,usable
2023,336,351,0.5413105413105413,0.4586894586894587,0.0,0.13236510182783245,0.16603233799074918,4.605334513178103,-2.0373366122940237,0.16603233799074918,2.198060164172164,0.5413105413105413,0.4586894586894587,0.5413105413105413,0.5384754095108091,0.4890146375886967,0.5927119694382134,UNVERIFIED_PYTHON_APPROXIMATION,usable
2024,24,286,0.506993006993007,0.486013986013986,0.006993006993006993,-0.08776590354174153,0.011120216669939561,1.3356489124883666,-0.8303414186354179,0.011120216669939561,0.5295059325626986,0.506993006993007,0.486013986013986,0.506993006993007,-1.1112621692807054,0.4493425719167093,0.5644580695371055,UNVERIFIED_PYTHON_APPROXIMATION,borderline
2024,168,286,0.6118881118881119,0.3881118881118881,0.0,0.221603312267521,0.4672203572912051,2.5153025489116865,-1.3384550863031135,0.4672203572912051,1.7591789535932532,0.6118881118881119,0.3881118881118881,0.6118881118881119,1.4899408693208016,0.5542820046460402,0.6665282586149961,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
2024,336,286,0.5944055944055944,0.40559440559440557,0.0,0.26901100235335534,0.5084360214385296,3.431957137479964,-1.706965122730924,0.5084360214385296,1.7737983674921523,0.5944055944055944,0.40559440559440557,0.5944055944055944,1.3255960583824735,0.5366125461613166,0.6496961134651827,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
2025,24,310,0.47419354838709676,0.5225806451612903,0.0032258064516129032,-0.07748353804227717,-0.05945444392738516,1.3397580631518045,-0.5390427210246667,-0.05945444392738516,0.5171992984903004,0.47419354838709676,0.5225806451612903,0.47419354838709676,-1.0182722549878656,0.4192637071943188,0.5297551609225911,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
2025,168,305,0.5606557377049181,0.4360655737704918,0.003278688524590164,0.220274855256257,0.39753558018637447,3.63131295320834,-0.9254714996844899,0.39753558018637447,1.36021374787466,0.5606557377049181,0.4360655737704918,0.5606557377049181,1.059378526032979,0.5045434176989672,0.6152590959520436,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
2025,336,302,0.6026490066225165,0.3973509933774834,0.0,0.5056337805640173,0.44422105950756174,3.5941034312142945,-0.925711234063012,0.44422105950756174,2.0062767285136287,0.6026490066225165,0.3973509933774834,0.6026490066225165,2.4448317736475467,0.5465007511181709,0.6562185650245643,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
