symbol,analysis_session_scope,horizon_h,n_signals,win_rate,loss_rate,flat_rate,mean_forward_return_pct,median_forward_return_pct,std_forward_return_pct,p25_forward_return_pct,p50_forward_return_pct,p75_forward_return_pct,pct_positive_return,pct_negative_return,favorable_move_rate,t_stat_mean_return,win_rate_ci95_low,win_rate_ci95_high,truth_label_block,win_rate_band
BRENTCMDUSD,all_sessions,24,297,0.45454545454545453,0.5387205387205387,0.006734006734006734,-0.25599499673163845,-0.15109050436546861,1.9727463694654899,-1.348739174593464,-0.15109050436546861,0.9309145468185263,0.45454545454545453,0.5387205387205387,0.45454545454545453,-2.236343179265834,0.39885572365754834,0.5113960500333242,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
BRENTCMDUSD,all_sessions,168,297,0.5252525252525253,0.47474747474747475,0.0,0.04569589198633115,0.28822596915982956,5.300625009598381,-2.7134364439181913,0.28822596915982956,2.933574567071587,0.5252525252525253,0.47474747474747475,0.5252525252525253,0.14856903500789453,0.4685001183104789,0.5813600074168142,UNVERIFIED_PYTHON_APPROXIMATION,usable
BRENTCMDUSD,all_sessions,336,296,0.5641891891891891,0.4358108108108108,0.0,0.22914494809952335,0.40470225312402613,5.692593537882921,-3.405264397584637,0.40470225312402613,3.3725631657700075,0.5641891891891891,0.4358108108108108,0.5641891891891891,0.6925417610563441,0.5072338078602908,0.6194997741376708,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
BRENTCMDUSD,london_only,24,49,0.46938775510204084,0.5306122448979592,0.0,0.13674313987768227,-0.12008806458067929,1.4541495888506815,-0.8103434226371031,-0.12008806458067929,0.8005303513577696,0.46938775510204084,0.5306122448979592,0.46938775510204084,0.6582555099440087,0.33703281897894777,0.6061937298008014,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
BRENTCMDUSD,london_only,168,49,0.5306122448979592,0.46938775510204084,0.0,0.2225184075659778,0.891372823519117,3.6631668899661065,-2.5551117176526903,0.891372823519117,2.8559540021183167,0.5306122448979592,0.46938775510204084,0.5306122448979592,0.4252137289262997,0.39380627019919845,0.6629671810210522,UNVERIFIED_PYTHON_APPROXIMATION,usable
BRENTCMDUSD,london_only,336,48,0.5208333333333334,0.4791666666666667,0.0,-0.025721188147604185,0.1465948342514553,4.0989367738376306,-3.507422707352914,0.1465948342514553,2.656245302050454,0.5208333333333334,0.4791666666666667,0.5208333333333334,-0.04347508357488377,0.3832899563598438,0.6552890998421255,UNVERIFIED_PYTHON_APPROXIMATION,usable
BRENTCMDUSD,london_or_newyork,24,86,0.46511627906976744,0.5348837209302325,0.0,-0.08860011143419592,-0.136481847655147,1.661926812813185,-0.8642825210757266,-0.136481847655147,0.8254712583283583,0.46511627906976744,0.5348837209302325,0.46511627906976744,-0.4943921872879125,0.36345695311713955,0.5697588400121011,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
BRENTCMDUSD,london_or_newyork,168,86,0.5116279069767442,0.4883720930232558,0.0,-0.034443732862859684,0.18038443163997075,5.876694822318155,-2.727046819108404,0.18038443163997075,2.9354040419262133,0.5116279069767442,0.4883720930232558,0.5116279069767442,-0.054353347891720076,0.4077653726724701,0.614496029617783,UNVERIFIED_PYTHON_APPROXIMATION,borderline
BRENTCMDUSD,london_or_newyork,336,85,0.4823529411764706,0.5176470588235295,0.0,-0.7272491257185142,-0.8263154562147792,5.71988606108344,-3.933566433566437,-0.8263154562147792,2.754382500203298,0.4823529411764706,0.5176470588235295,0.4823529411764706,-1.1722096514662401,0.379205636706352,0.5870263987365038,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
EURJPY,all_sessions,24,152,0.4276315789473684,0.5723684210526315,0.0,-0.08990648713246566,-0.0813877263064901,0.6007710608974194,-0.4348415483362992,-0.0813877263064901,0.3115616739112114,0.4276315789473684,0.5723684210526315,0.4276315789473684,-1.8450316412020173,0.3517189844862888,0.5071120336757424,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
