symbol,year,horizon_h,n_signals,win_rate,loss_rate,flat_rate,mean_forward_return_pct,median_forward_return_pct,std_forward_return_pct,p25_forward_return_pct,p50_forward_return_pct,p75_forward_return_pct,pct_positive_return,pct_negative_return,favorable_move_rate,t_stat_mean_return,win_rate_ci95_low,win_rate_ci95_high,truth_label_block,win_rate_band
BRENTCMDUSD,2022,24,22,0.5,0.5,0.0,-0.011113748093348167,0.14091598671441252,3.2695576739874923,-1.3523430239676568,0.14091598671441252,1.503785308055675,0.5,0.5,0.5,-0.0159434713822232,0.3072180469247956,0.6927819530752044,UNVERIFIED_PYTHON_APPROXIMATION,borderline
BRENTCMDUSD,2022,168,22,0.5,0.5,0.0,2.8581636304238436,0.7220635968617534,6.874668180571451,-1.9147530905031709,0.7220635968617534,7.181899192313759,0.5,0.5,0.5,1.9500542257706153,0.3072180469247956,0.6927819530752044,UNVERIFIED_PYTHON_APPROXIMATION,borderline
BRENTCMDUSD,2022,336,22,0.5909090909090909,0.4090909090909091,0.0,1.1132367642767032,2.778438695815018,7.07159119162008,-3.8614019856744513,2.778438695815018,6.225123662410809,0.5909090909090909,0.4090909090909091,0.5909090909090909,0.7383830770316416,0.3873447738289381,0.7674444033117962,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
BRENTCMDUSD,2023,24,39,0.6153846153846154,0.38461538461538464,0.0,0.07353262302385491,0.34616942661085953,1.84982696634748,-1.1169461854011513,0.34616942661085953,1.5249954862600652,0.6153846153846154,0.38461538461538464,0.6153846153846154,0.24824542616960507,0.45898781310078474,0.7510883745299295,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
BRENTCMDUSD,2023,168,39,0.5641025641025641,0.4358974358974359,0.0,0.2378475596191616,0.45008551624808035,3.69080034991399,-2.749367901369994,0.45008551624808035,3.103404774445238,0.5641025641025641,0.4358974358974359,0.5641025641025641,0.40244862710610246,0.40975423474522105,0.7069547583829534,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
BRENTCMDUSD,2023,336,39,0.48717948717948717,0.5128205128205128,0.0,0.14796339086957772,-0.10871272059623033,4.582929621187946,-2.3086197519012925,-0.10871272059623033,3.9761848037671106,0.48717948717948717,0.5128205128205128,0.48717948717948717,0.2016245406747559,0.3386492878313309,0.6380089135430342,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
BRENTCMDUSD,2024,24,47,0.5106382978723404,0.48936170212765956,0.0,0.18578581440125969,0.02760204475947274,1.3326314055913395,-0.5145090664542118,0.02760204475947274,1.0246932893311949,0.5106382978723404,0.48936170212765956,0.5106382978723404,0.9557656887307624,0.37242217589372884,0.6472467566339649,UNVERIFIED_PYTHON_APPROXIMATION,borderline
BRENTCMDUSD,2024,168,47,0.48936170212765956,0.5106382978723404,0.0,0.17119886211421873,-0.25588231793675364,3.0962605576304476,-2.8730494232005888,-0.25588231793675364,2.3747762690833363,0.48936170212765956,0.5106382978723404,0.48936170212765956,0.37906379156119185,0.3527532433660351,0.6275778241062712,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
BRENTCMDUSD,2024,336,47,0.5319148936170213,0.46808510638297873,0.0,-0.42955702435505105,0.18413267372918463,4.23065083949587,-4.2662163673147315,0.18413267372918463,2.2332845723109434,0.5319148936170213,0.46808510638297873,0.5319148936170213,-0.6960854728690412,0.3923214192677079,0.6666853783153736,UNVERIFIED_PYTHON_APPROXIMATION,usable
BRENTCMDUSD,2025,24,54,0.5740740740740741,0.42592592592592593,0.0,0.2875890432320678,0.24303790203762865,1.4523555432462674,-0.7209601973437612,0.24303790203762865,0.8517874361518655,0.5740740740740741,0.42592592592592593,0.5740740740740741,1.455111487286132,0.44162497846346305,0.6966837820134256,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
