year,analysis_session_scope,horizon_h,n_signals,win_rate,loss_rate,flat_rate,mean_forward_return_pct,median_forward_return_pct,std_forward_return_pct,p25_forward_return_pct,p50_forward_return_pct,p75_forward_return_pct,pct_positive_return,pct_negative_return,favorable_move_rate,t_stat_mean_return,win_rate_ci95_low,win_rate_ci95_high,truth_label_block,win_rate_band
2022,all_sessions,24,221,0.45248868778280543,0.5475113122171946,0.0,-0.055830788976962,-0.17430818728157937,1.6775271421803881,-0.6774827529575338,-0.17430818728157937,0.6313411979174278,0.45248868778280543,0.5475113122171946,0.45248868778280543,-0.49476656816995884,0.3882347800235898,0.5183661336863288,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
2022,all_sessions,168,221,0.5339366515837104,0.46153846153846156,0.004524886877828055,0.5617629806040771,0.1450833677016458,3.9305514753871034,-1.344872878507008,0.1450833677016458,1.6568538377342044,0.5339366515837104,0.46153846153846156,0.5339366515837104,2.124690935013461,0.4681486107993044,0.5985650222650394,UNVERIFIED_PYTHON_APPROXIMATION,usable
2022,all_sessions,336,221,0.4751131221719457,0.5248868778280543,0.0,0.04785164365479215,-0.08757972429100724,4.679196657052644,-1.927199166254291,-0.08757972429100724,2.006479583052911,0.4751131221719457,0.5248868778280543,0.4751131221719457,0.15202734067014104,0.4102616147758983,0.5408150543102496,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
2022,london_only,24,41,0.4634146341463415,0.5365853658536586,0.0,0.003967323573879956,-0.14072254631050995,2.3882295360794594,-0.6893111423518093,-0.14072254631050995,1.1445476369456131,0.4634146341463415,0.5365853658536586,0.4634146341463415,0.010636861051200172,0.32055999118185885,0.6125378465402564,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
2022,london_only,168,41,0.5609756097560976,0.43902439024390244,0.0,1.1023887681409552,0.3156667349095736,4.6535143340050045,-1.3089704486956666,0.3156667349095736,2.7435533758266617,0.5609756097560976,0.43902439024390244,0.5609756097560976,1.5168605345805517,0.41040265151757305,0.7011009522789017,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
2022,london_only,336,41,0.43902439024390244,0.5609756097560976,0.0,0.4462260974964329,-0.0298108398222024,6.006582940049848,-1.5146147131765466,-0.0298108398222024,2.563412138510435,0.43902439024390244,0.5609756097560976,0.43902439024390244,0.4756849557846563,0.2988990477210983,0.5895973484824271,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
2022,london_or_newyork,24,68,0.4852941176470588,0.5147058823529411,0.0,-0.1433629290024226,-0.12829396420921257,2.381569624035283,-0.69569836906278,-0.12829396420921257,1.1139888533456974,0.4852941176470588,0.5147058823529411,0.4852941176470588,-0.4963957325533614,0.370506471844866,0.6016545045253707,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
2022,london_or_newyork,168,68,0.5882352941176471,0.4117647058823529,0.0,0.8897622370698325,0.4826511306672303,4.343218897226892,-1.1851407217541914,0.4826511306672303,2.5817515224929304,0.5882352941176471,0.4117647058823529,0.5882352941176471,1.6893386089598845,0.4696125189030847,0.6974216228754949,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
2022,london_or_newyork,336,68,0.4264705882352941,0.5735294117647058,0.0,-0.2270083090614435,-0.3419307686721442,6.083534933667877,-1.8705253495165914,-0.3419307686721442,2.563716689787805,0.4264705882352941,0.5735294117647058,0.4264705882352941,-0.3077090035180815,0.31597057562082875,0.5448343062303549,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
2023,all_sessions,24,247,0.47368421052631576,0.5263157894736842,0.0,-0.05601636675441905,-0.034102194157654045,1.2902948465375523,-0.5848074838291721,-0.034102194157654045,0.5216979629957532,0.47368421052631576,0.5263157894736842,0.47368421052631576,-0.6822985538902114,0.4122951005028114,0.5358793649765987,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
2023,all_sessions,168,247,0.5222672064777328,0.4777327935222672,0.0,0.1858212779301142,0.1845104789918655,2.9979512092340523,-1.3261160682906408,0.1845104789918655,1.7971347538534417,0.5222672064777328,0.4777327935222672,0.5222672064777328,0.974135473339315,0.46011005883926726,0.583742316524309,UNVERIFIED_PYTHON_APPROXIMATION,usable
