horizon_h,n_signals,win_rate,loss_rate,flat_rate,mean_forward_return_pct,median_forward_return_pct,std_forward_return_pct,p25_forward_return_pct,p50_forward_return_pct,p75_forward_return_pct,pct_positive_return,pct_negative_return,favorable_move_rate,t_stat_mean_return,win_rate_ci95_low,win_rate_ci95_high,truth_label_block,win_rate_band
24,42,0.6666666666666666,0.3333333333333333,0.0,0.46438866146243674,0.3884869153695302,1.2691474077874751,-0.11617244741572082,0.3884869153695302,1.0580434766975944,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.371341957405418,0.5155222701166692,0.7898771923802769,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
72,42,0.6666666666666666,0.3333333333333333,0.0,1.0762931140296679,0.5115705726005174,2.1949636795975165,-0.49453144629203055,0.5115705726005174,2.9289639399375558,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.1778095703101643,0.5155222701166692,0.7898771923802769,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
