symbol,year,horizon_h,n_signals,win_rate,loss_rate,flat_rate,mean_forward_return_pct,median_forward_return_pct,std_forward_return_pct,p25_forward_return_pct,p50_forward_return_pct,p75_forward_return_pct,pct_positive_return,pct_negative_return,favorable_move_rate,t_stat_mean_return,win_rate_ci95_low,win_rate_ci95_high,truth_label_block,win_rate_band
EURUSD,2022,24,1,1.0,0.0,0.0,1.4549581558942128,1.4549581558942128,,1.4549581558942128,1.4549581558942128,1.4549581558942128,1.0,0.0,1.0,,0.2065432914738929,1.0,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
EURUSD,2022,72,1,1.0,0.0,0.0,2.7406994637206203,2.7406994637206203,,2.7406994637206203,2.7406994637206203,2.7406994637206203,1.0,0.0,1.0,,0.2065432914738929,1.0,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
EURUSD,2023,24,1,0.0,1.0,0.0,-0.320855109582204,-0.320855109582204,,-0.320855109582204,-0.320855109582204,-0.320855109582204,0.0,1.0,0.0,,0.0,0.7934567085261071,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
EURUSD,2023,72,1,1.0,0.0,0.0,0.26934817741066797,0.26934817741066797,,0.26934817741066797,0.26934817741066797,0.26934817741066797,1.0,0.0,1.0,,0.2065432914738929,1.0,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
EURUSD,2024,24,6,0.6666666666666666,0.3333333333333333,0.0,0.17616041914134914,0.15205595547193365,0.29411796942991947,-0.014802733275030844,0.15205595547193365,0.23284650213058666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.4671090671797116,0.29998832134152864,0.9032306674407831,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
EURUSD,2024,72,6,0.5,0.5,0.0,-0.034226282463451024,-0.07085527985078857,0.5356737527467669,-0.43838110337524594,-0.0708552798507886,0.3552172146263405,0.5,0.5,0.5,-0.15650744020578491,0.18761280689940874,0.8123871931005913,UNVERIFIED_PYTHON_APPROXIMATION,borderline
EURUSD,2025,24,1,1.0,0.0,0.0,0.5347357905715893,0.5347357905715893,,0.5347357905715893,0.5347357905715893,0.5347357905715893,1.0,0.0,1.0,,0.2065432914738929,1.0,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
EURUSD,2025,72,1,1.0,0.0,0.0,0.6287552702325385,0.6287552702325385,,0.6287552702325385,0.6287552702325385,0.6287552702325385,1.0,0.0,1.0,,0.2065432914738929,1.0,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
XAGUSD,2022,24,5,0.6,0.4,0.0,0.7859492793971461,0.8164328831371817,1.2485806482797088,-0.012903780807777166,0.8164328831371817,1.733685466007838,0.6,0.4,0.6,1.4075470559473948,0.23071993220883708,0.8823817688407467,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
XAGUSD,2022,72,5,1.0,0.0,0.0,2.98172605718959,3.3377779689448843,1.3954869575602187,3.1593231839192613,3.3377779689448843,3.7399897767933212,1.0,0.0,1.0,4.777788941729064,0.5655085052479191,1.0,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
XAGUSD,2023,24,4,0.75,0.25,0.0,1.1296868199943673,1.0351924327923503,2.3635672249640645,0.10668346427309983,1.0351924327923503,2.058195788513618,0.75,0.25,0.75,0.9559168091878943,0.3006360524426366,0.9544139373553637,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
XAGUSD,2023,72,4,0.25,0.75,0.0,1.2820999040238232,-0.3782392281662446,4.061685892492051,-0.7499325577620004,-0.37823922816624456,1.653793233619579,0.25,0.75,0.25,0.6313141576968129,0.045586062644636216,0.6993639475573634,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
XAGUSD,2024,24,7,0.7142857142857143,0.2857142857142857,0.0,0.5133815012376297,0.5618185178340456,1.90079010627681,-0.14423899383483613,0.5618185178340456,1.409566779670813,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.7145869370271026,0.35892909014821267,0.9177828342909844,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
XAGUSD,2024,72,7,1.0,0.0,0.0,1.5921271176055842,0.7133616706708608,1.5268485793532127,0.5683100513956749,0.7133616706708608,2.397419186538373,1.0,0.0,1.0,2.758867163219854,0.6456611570247934,1.0,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
XAGUSD,2025,24,3,0.3333333333333333,0.6666666666666666,0.0,-0.23492934333841195,-1.0088752468651092,1.6884414510815315,-1.2032690855778192,-1.0088752468651092,0.3464374471376468,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.24099713886452886,0.061490315276160556,0.792345044873512,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
XAGUSD,2025,72,3,1.0,0.0,0.0,3.982604538039922,4.4637970828277,0.858250565472681,3.7277579240854504,4.4637970828277,4.478047424388283,1.0,0.0,1.0,8.037365408015097,0.43849391955098227,1.0,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
XAUUSD,2022,24,7,0.7142857142857143,0.2857142857142857,0.0,0.4792468314750401,0.09527010519127455,1.0733791018942445,-0.1892863879548709,0.09527010519127455,0.9417653510533206,0.7142857142857143,0.2857142857142857,0.7142857142857143,1.1812862114242708,0.35892909014821267,0.9177828342909844,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
XAUUSD,2022,72,7,0.42857142857142855,0.5714285714285714,0.0,-0.027016657077411108,-0.6684060158716476,2.4697806446642248,-1.4941266350454847,-0.6684060158716476,0.39306354738126315,0.42857142857142855,0.5714285714285714,0.42857142857142855,-0.028941580717934876,0.15821692226262685,0.7495457695909742,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
XAUUSD,2023,24,3,1.0,0.0,0.0,0.664761664367051,0.4950333111622339,0.444008783401633,0.41284329111705587,0.4950333111622339,0.8318158610146376,1.0,0.0,1.0,2.593194145365069,0.43849391955098227,1.0,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
XAUUSD,2023,72,3,0.3333333333333333,0.6666666666666666,0.0,-0.4048921371856191,-0.5124794190446125,1.3236223269217822,-1.0919584050107551,-0.5124794190446125,0.22838048971002023,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.5298291959320223,0.061490315276160556,0.792345044873512,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
XAUUSD,2024,24,3,0.3333333333333333,0.6666666666666666,0.0,-0.1180623663381102,-0.04513230842195023,0.6756039979436314,-0.43615248974815035,-0.04513230842195023,0.23649278603000995,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.3026773340327064,0.061490315276160556,0.792345044873512,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
XAUUSD,2024,72,3,0.3333333333333333,0.6666666666666666,0.0,-0.46509474615081675,-0.6560250788597295,1.4736544571605719,-1.2450016024946127,-0.6560250788597295,0.21934694383852293,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.546646282479766,0.061490315276160556,0.792345044873512,UNVERIFIED_PYTHON_APPROXIMATION,no directional edge
XAUUSD,2025,24,1,1.0,0.0,0.0,0.44632055966718254,0.44632055966718254,,0.44632055966718254,0.44632055966718254,0.44632055966718254,1.0,0.0,1.0,,0.2065432914738929,1.0,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
XAUUSD,2025,72,1,1.0,0.0,0.0,1.4402094828120253,1.4402094828120253,,1.4402094828120253,1.4402094828120253,1.4402094828120253,1.0,0.0,1.0,,0.2065432914738929,1.0,UNVERIFIED_PYTHON_APPROXIMATION,strong directional edge
